2024-07-19 11:38:10,769 [main] INFO  c.example.quizapp.QuizAppApplication ------ Starting QuizAppApplication using Java 18.0.2.1 with PID 14392 (C:\Users\haren\Desktop\REST\Rest_Mysql_App\target\classes started by haren in C:\Users\haren\Desktop\REST\Rest_Mysql_App) 
2024-08-27 08:54:50,744 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate ------ Bootstrapping Spring Data JPA repositories in DEFAULT mode. 
2024-08-27 08:54:50,795 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate ------ Finished Spring Data repository scanning in 43 ms. Found 2 JPA repository interfaces. 
2024-08-27 08:54:51,411 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer ------ Tomcat initialized with port 8080 (http) 
2024-08-27 08:54:51,422 [main] INFO  o.a.coyote.http11.Http11NioProtocol ------ Initializing ProtocolHandler ["http-nio-8080"] 
2024-08-27 08:54:51,425 [main] INFO  o.a.catalina.core.StandardService ------ Starting service [Tomcat] 
2024-08-27 08:54:51,425 [main] INFO  o.a.catalina.core.StandardEngine ------ Starting Servlet engine: [Apache Tomcat/10.1.25] 
2024-08-27 08:54:51,489 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] ------ Initializing Spring embedded WebApplicationContext 
2024-08-27 08:54:51,490 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext ------ Root WebApplicationContext: initialization completed in 1310 ms 
2024-08-27 08:54:51,680 [main] INFO  o.h.jpa.internal.util.LogHelper ------ HHH000204: Processing PersistenceUnitInfo [name: default] 
2024-08-27 08:54:51,727 [main] INFO  org.hibernate.Version ------ HHH000412: Hibernate ORM core version 6.5.2.Final 
2024-08-27 08:54:51,759 [main] INFO  o.h.c.i.RegionFactoryInitiator ------ HHH000026: Second-level cache disabled 
2024-08-27 08:54:52,014 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo ------ No LoadTimeWeaver setup: ignoring JPA class transformer 
2024-08-27 08:54:52,037 [main] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Starting... 
2024-08-27 08:54:52,202 [main] INFO  com.zaxxer.hikari.pool.HikariPool ------ HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@595814a1 
2024-08-27 08:54:52,205 [main] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Start completed. 
2024-08-27 08:54:52,238 [main] WARN  org.hibernate.orm.deprecation ------ HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default) 
2024-08-27 08:54:53,021 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator ------ HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration) 
2024-08-27 08:54:53,086 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean ------ Initialized JPA EntityManagerFactory for persistence unit 'default' 
2024-08-27 08:54:53,344 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory ------ Hibernate is in classpath; If applicable, HQL parser will be used. 
2024-08-27 08:54:53,415 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration ------ spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning 
2024-08-27 08:54:53,986 [main] INFO  o.a.coyote.http11.Http11NioProtocol ------ Starting ProtocolHandler ["http-nio-8080"] 
2024-08-27 08:54:54,012 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer ------ Tomcat started on port 8080 (http) with context path '/' 
2024-08-27 08:54:54,023 [main] INFO  c.example.quizapp.QuizAppApplication ------ Started QuizAppApplication in 4.246 seconds (process running for 4.737) 
2024-08-27 08:54:58,524 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] ------ Initializing Spring DispatcherServlet 'dispatcherServlet' 
2024-08-27 08:54:58,524 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet ------ Initializing Servlet 'dispatcherServlet' 
2024-08-27 08:54:58,525 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet ------ Completed initialization in 0 ms 
2024-08-27 08:55:49,724 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean ------ Closing JPA EntityManagerFactory for persistence unit 'default' 
2024-08-27 08:55:49,726 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Shutdown initiated... 
2024-08-27 08:55:49,728 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ------ HikariPool-1 - Shutdown completed. 
